default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_2,job,people_under_maintenance,telephone,foreign_worker
1,1,24,2,4,1938,1,2,4,1,1,3,2,32,1,2,1,3,1,1,1
0,1,24,2,1,2910,1,4,2,3,1,1,4,34,1,3,1,4,1,2,1
0,1,18,2,3,2659,4,3,4,3,1,2,3,28,1,2,1,3,1,1,1
0,4,18,4,0,1028,1,3,4,2,1,3,1,36,1,2,2,3,1,1,1
0,1,8,4,0,3398,1,4,1,3,1,4,1,39,1,2,2,2,1,1,2
0,4,12,4,3,5801,5,5,2,3,1,4,2,49,1,1,1,3,1,2,1
0,4,24,2,0,1525,4,4,4,2,1,3,3,34,1,2,1,3,2,2,1
0,3,36,2,4,4473,1,5,4,3,1,2,3,31,1,2,1,3,1,1,1
0,2,6,2,4,1068,1,5,4,3,1,4,3,28,1,2,1,3,2,1,1
0,1,24,4,1,6615,1,1,2,3,1,4,4,75,1,3,2,4,1,2,1
1,4,18,4,7,1864,2,3,4,2,1,2,1,30,1,2,2,3,1,1,1
1,2,60,2,0,7408,2,2,4,2,1,2,2,24,1,2,1,4,1,1,1
1,4,48,4,1,11590,2,3,2,2,1,4,3,24,2,1,2,2,1,1,1
1,1,24,0,3,4110,1,5,3,3,1,4,4,23,2,1,2,3,2,1,1
1,1,6,4,3,3384,1,3,1,1,1,4,1,44,1,1,1,4,1,2,1
0,2,13,2,4,2101,1,2,2,2,3,4,2,23,4,2,1,2,1,4,1
1,1,15,2,5,1275,5,3,4,2,1,2,3,24,1,1,1,3,1,1,1
0,1,24,2,3,4169,1,3,4,3,1,4,2,28,1,2,1,3,1,1,1
0,2,10,2,3,1521,1,3,4,1,1,2,3,31,1,2,1,2,1,1,1
0,2,24,4,7,5743,1,2,2,2,1,4,4,24,1,3,2,3,1,2,1
0,1,21,2,3,3599,1,4,1,2,1,4,3,26,1,1,1,2,1,1,1
0,2,18,2,4,3213,3,2,1,4,1,3,1,25,1,1,1,3,1,1,1
0,2,18,2,9,4439,1,5,1,3,2,1,1,33,2,2,1,4,1,2,1
0,3,10,2,0,3949,1,2,1,3,3,1,2,37,4,2,1,2,2,4,1
0,4,15,4,4,1459,1,3,4,2,1,2,3,43,1,2,1,2,1,1,1
0,2,13,4,4,882,1,2,4,3,3,4,1,23,4,2,2,3,1,4,1
0,2,24,2,4,3758,3,1,1,2,1,4,4,23,1,1,1,1,1,1,1
0,4,6,3,9,1743,2,3,1,3,1,2,1,34,1,2,2,2,1,1,1
1,2,9,4,7,1136,4,5,4,3,1,3,4,32,1,3,2,3,2,1,1
0,4,9,2,5,1236,1,2,1,2,1,4,1,23,1,1,1,3,1,2,1
1,2,9,2,3,959,1,3,1,2,1,2,3,29,1,2,1,3,1,1,2
0,4,18,4,1,3229,5,1,2,3,1,4,4,38,1,2,1,4,1,2,1
1,1,12,0,4,6199,1,3,4,3,1,2,2,28,1,1,2,3,1,2,1
0,4,10,2,7,727,3,5,4,3,1,4,4,46,1,3,1,3,1,2,1
1,2,24,2,0,1246,1,2,4,3,1,2,1,23,3,2,1,2,1,1,1
0,4,12,4,4,2331,5,5,1,3,2,4,1,49,4,2,1,3,1,2,1
1,4,36,3,4,4463,1,3,4,3,1,2,3,26,1,2,2,4,1,2,1
0,4,12,2,4,776,1,3,4,4,1,2,1,28,1,2,1,3,1,1,1
1,1,30,2,3,2406,1,4,4,2,1,4,1,23,1,1,1,3,1,1,1
0,2,18,2,7,1239,5,3,4,3,1,4,4,61,1,3,1,3,1,1,1
0,3,12,2,4,3399,5,5,2,3,1,3,3,37,1,2,1,4,1,1,1
0,3,12,3,0,2247,1,3,2,2,1,2,3,36,3,2,2,3,1,2,1
0,4,6,2,3,1766,1,3,1,4,1,2,2,21,1,1,1,3,1,1,1
1,1,18,2,3,2473,1,1,4,3,1,1,3,25,1,2,1,1,1,1,1
0,4,12,2,9,1542,1,4,2,3,1,4,3,36,1,2,1,3,1,2,1
0,4,18,4,1,3850,1,4,3,3,1,1,3,27,1,2,2,3,1,1,1
0,1,18,2,3,3650,1,2,1,2,1,4,3,22,1,1,1,3,1,1,1
1,1,36,2,3,3446,1,5,4,3,1,2,3,42,1,2,1,3,2,1,1
0,2,18,2,3,3001,1,4,2,2,1,4,1,40,1,1,1,3,1,1,1
0,4,36,2,0,3079,5,3,4,3,1,4,1,36,1,2,1,3,1,1,1
0,4,18,4,4,6070,1,5,3,3,1,4,3,33,1,2,2,3,1,2,1
0,4,10,4,3,2146,1,2,1,2,1,3,1,23,1,1,2,3,1,1,1
0,4,60,4,0,13756,5,5,2,3,1,4,4,63,2,3,1,4,1,2,1
1,2,60,1,2,14782,2,5,3,2,1,4,4,60,2,3,2,4,1,2,1
1,1,48,1,9,7685,1,4,2,2,3,4,3,37,4,1,1,3,1,4,1
0,4,18,3,4,2320,1,1,2,4,1,3,1,34,1,2,2,3,1,1,1
0,4,7,3,4,846,5,5,3,3,1,4,4,36,1,3,1,3,1,1,1
1,2,36,2,0,14318,1,5,4,3,1,2,4,57,1,3,1,4,1,2,1
0,4,6,4,0,362,2,3,4,2,1,4,3,52,1,2,2,2,1,1,1
0,1,20,2,3,2212,5,4,4,3,1,4,3,39,1,2,1,3,1,2,1
1,2,18,2,1,12976,1,1,3,2,1,4,4,38,1,3,1,4,1,2,1
0,4,22,2,0,1283,5,4,4,2,1,4,2,25,1,1,1,3,1,1,1
0,3,12,2,0,1330,1,2,4,3,1,1,1,26,1,2,1,3,1,1,1
0,4,30,3,9,4272,2,3,2,3,1,2,2,26,1,2,2,2,1,1,1
0,4,18,4,4,2238,1,3,2,2,1,1,3,25,1,2,2,3,1,1,1
0,4,18,2,4,1126,5,2,4,2,1,2,1,21,1,1,1,3,1,2,1
0,2,18,4,3,7374,1,1,4,3,1,4,2,40,3,2,2,4,1,2,1
0,2,15,4,9,2326,3,3,2,3,1,4,3,27,2,2,1,3,1,1,1
0,4,9,2,9,1449,1,4,3,2,1,2,3,27,1,2,2,3,1,1,1
0,4,18,2,0,1820,1,3,2,4,1,2,2,30,1,2,1,4,1,2,1
0,2,12,2,3,983,4,2,1,2,1,4,1,19,1,1,1,2,1,1,1
0,1,36,2,0,3249,1,4,2,3,1,4,4,39,2,3,1,4,2,2,1
0,1,6,4,4,1957,1,4,1,2,1,4,3,31,1,2,1,3,1,1,1
0,4,9,4,3,2406,1,1,2,3,1,3,3,31,1,2,1,4,1,1,1
0,2,39,3,7,11760,2,4,2,3,1,3,4,32,1,1,1,3,1,2,1
0,1,12,2,3,2578,1,1,3,2,1,4,4,55,1,3,1,4,1,1,1
0,1,36,4,3,2348,1,3,3,4,1,2,2,46,1,2,2,3,1,2,1
1,2,12,2,0,1223,1,5,1,1,1,1,1,46,1,1,2,3,1,1,1
0,4,24,4,4,1516,4,3,4,2,1,1,1,43,1,2,2,2,1,1,1
0,4,18,2,4,1473,1,2,3,4,1,4,1,39,1,2,1,3,1,2,1
0,2,18,4,9,1887,5,3,4,4,1,4,1,28,2,2,2,3,1,1,1
1,4,24,3,9,8648,1,2,2,3,1,2,3,27,2,2,2,3,1,2,1
0,4,14,3,0,802,1,3,4,3,1,2,3,27,1,2,2,2,1,1,1
0,2,18,3,0,2899,5,5,4,3,1,4,3,43,1,2,1,3,2,1,1
1,2,24,2,4,2039,1,2,1,4,1,1,2,22,1,2,1,3,1,2,1
0,4,24,4,1,2197,5,4,4,3,1,4,3,43,1,2,2,3,2,2,1
0,1,15,2,4,1053,1,2,4,4,1,2,1,27,1,2,1,3,1,1,2
0,4,24,2,4,3235,3,5,3,1,1,2,3,26,1,2,1,4,1,2,1
1,3,12,4,0,939,3,4,4,4,1,2,1,28,1,2,3,3,1,2,1
0,2,24,2,4,1967,1,5,4,2,1,4,3,20,1,2,1,3,1,2,1
0,4,33,4,1,7253,1,4,3,3,1,2,3,35,1,2,2,4,1,2,1
1,4,12,4,9,2292,1,1,4,3,1,2,3,42,3,2,2,4,1,2,1
0,4,10,2,0,1597,3,3,3,3,1,2,4,40,1,1,1,2,2,1,2
1,1,24,2,0,1381,5,3,4,2,1,2,2,35,1,2,1,3,1,1,1
0,4,36,4,1,5842,1,5,2,3,1,2,2,35,1,2,2,3,2,2,1
1,1,12,2,0,2579,1,2,4,3,1,1,1,33,1,2,1,2,2,1,1
0,1,18,3,7,8471,5,3,1,2,1,2,3,23,1,1,2,3,1,2,1
0,4,21,2,0,2782,3,4,1,2,1,2,3,31,2,2,1,4,1,1,1
1,2,18,2,0,1042,5,3,4,2,1,2,2,33,1,2,1,3,1,1,1
0,4,15,2,0,3186,4,4,2,2,1,3,3,20,1,1,1,3,1,1,1
0,2,12,2,1,2028,5,3,4,3,1,2,3,30,1,2,1,3,1,1,1
0,2,12,4,0,958,1,4,2,3,1,3,1,47,1,2,2,2,2,1,1
0,4,21,3,3,1591,2,4,4,3,1,3,1,34,1,2,2,4,1,1,1
1,2,12,2,3,2762,5,5,1,2,1,2,2,25,2,2,1,3,1,2,1
0,2,18,2,1,2779,1,3,1,4,1,3,3,21,1,1,1,3,1,2,1
0,4,28,4,4,2743,1,5,4,3,1,2,3,29,1,2,2,3,1,1,1
0,4,18,4,4,1149,4,3,4,3,1,3,1,46,1,2,2,3,1,1,1
0,4,9,2,3,1313,1,5,1,3,1,4,3,20,1,2,1,3,1,1,1
1,1,18,4,6,1190,1,1,2,2,1,4,4,55,1,3,3,1,2,1,1
0,4,5,2,9,3448,1,4,1,3,1,4,1,74,1,2,1,2,1,1,1
1,2,24,2,2,11328,1,3,2,3,2,3,3,29,2,2,2,4,1,2,1
0,1,6,4,3,1872,1,1,4,3,1,4,4,36,1,3,3,4,1,2,1
0,4,24,4,6,2058,1,3,4,1,1,2,1,33,1,2,2,3,1,2,1
0,1,9,2,3,2136,1,3,3,3,1,2,1,25,1,2,1,3,1,1,1
1,2,12,2,4,1484,5,3,2,4,1,1,1,25,1,2,1,3,1,2,1
0,4,6,2,6,660,3,4,2,4,1,4,1,23,1,1,1,2,1,1,1
0,4,24,4,0,1287,4,5,4,2,1,4,1,37,1,2,2,3,1,2,1
0,1,42,4,6,3394,1,1,4,3,2,4,3,65,4,2,2,1,1,4,1
1,3,12,1,9,609,1,2,4,2,1,1,1,26,1,2,1,1,1,1,1
0,4,12,2,0,1884,1,5,4,3,1,4,3,39,1,2,1,4,1,2,1
0,1,12,2,3,1620,1,3,2,2,2,3,2,30,4,2,1,3,1,4,1
0,2,20,3,2,2629,1,3,2,3,1,3,3,29,2,2,2,3,1,2,1
1,4,12,2,7,719,1,5,4,3,1,4,3,41,2,2,1,2,2,1,1
1,2,48,4,3,5096,1,3,2,2,1,3,3,30,1,2,1,4,1,2,1
0,4,9,4,7,1244,5,5,4,2,1,4,2,41,1,1,2,2,1,1,1
1,1,36,2,0,1842,1,2,4,2,1,4,3,34,1,2,1,3,1,2,1
0,2,7,2,4,2576,1,3,2,3,3,2,1,35,4,2,1,3,1,4,1
0,3,12,2,3,1424,5,5,3,2,1,4,1,55,1,2,1,4,1,2,1
1,2,15,3,6,1512,4,3,3,4,1,3,2,61,3,2,2,3,1,1,1
0,4,36,4,1,11054,5,3,4,3,1,2,3,30,1,2,1,4,1,2,1
0,4,6,2,4,518,1,3,3,2,1,1,1,29,1,2,1,3,1,1,1
0,4,12,0,3,2759,1,5,2,3,1,4,2,34,1,2,2,3,1,1,1
0,4,24,2,1,2670,1,5,4,3,1,4,3,35,1,2,1,4,1,2,1
1,1,24,2,0,4817,1,4,2,3,2,3,2,31,4,2,1,3,1,2,1
0,4,24,2,1,2679,1,2,4,2,1,1,4,29,1,2,1,4,1,2,1
0,1,11,4,0,3905,1,3,2,3,1,2,1,36,1,1,2,3,2,1,1
1,1,12,2,1,3386,1,5,3,3,1,4,4,35,1,3,1,3,1,2,1
0,1,6,2,5,343,1,2,4,2,1,1,1,27,1,2,1,3,1,1,1
0,4,18,2,4,4594,1,2,3,3,1,2,3,32,1,2,1,3,1,2,1
0,1,36,2,3,3620,1,3,1,3,3,2,2,37,4,2,1,3,2,4,1
0,1,15,2,0,1721,1,2,2,3,1,3,1,36,1,2,1,3,1,1,1
0,2,12,2,3,3017,1,2,3,2,1,1,1,34,1,1,1,4,1,1,1
0,2,12,2,8,754,5,5,4,3,1,4,2,38,1,2,2,3,1,1,1
0,4,18,2,9,1950,1,4,4,3,1,1,3,34,3,2,2,3,1,2,1
0,1,24,2,1,2924,1,3,3,3,3,4,4,63,2,2,1,3,2,2,1
1,1,24,3,4,1659,1,2,4,2,1,2,3,29,1,1,1,2,1,2,1
0,4,48,3,4,7238,5,5,3,3,1,3,3,32,2,2,2,3,2,1,1
0,4,33,3,9,2764,1,3,2,2,1,2,3,26,1,2,2,3,1,2,1
0,4,24,3,1,4679,1,4,3,3,1,3,3,35,1,2,2,2,1,2,1
1,2,24,2,4,3092,2,2,3,4,1,2,3,22,1,1,1,3,1,2,1
1,1,6,2,7,448,1,2,4,2,1,4,2,23,1,2,1,3,1,1,1
1,1,9,2,0,654,1,3,4,3,1,3,3,28,1,2,1,2,1,1,1
0,4,6,2,8,1238,5,1,4,3,1,4,2,36,1,2,1,4,2,2,1
1,2,18,4,4,1245,1,3,4,4,1,2,3,33,1,2,1,3,1,1,1
1,1,18,0,3,3114,1,2,1,2,1,4,2,26,1,1,1,3,1,1,1
0,4,39,2,1,2569,3,3,4,3,1,4,3,24,1,2,1,3,1,1,1
0,3,24,2,4,5152,1,4,4,3,1,2,3,25,2,2,1,3,1,1,1
0,2,12,2,9,1037,2,4,3,3,1,4,1,39,1,2,1,2,1,1,1
0,1,15,4,3,1478,1,5,4,3,1,4,3,44,1,2,2,3,2,2,1
0,2,12,4,4,3573,1,3,1,2,1,1,1,23,1,2,1,2,1,1,1
0,2,24,2,0,1201,1,2,4,3,1,1,2,26,1,2,1,3,1,1,1
0,1,30,2,3,3622,4,5,4,2,1,4,2,57,1,1,2,3,1,2,1
0,4,15,3,3,960,4,4,3,2,1,2,2,30,1,2,2,3,1,1,1
0,4,12,4,0,1163,3,3,4,3,1,4,1,44,1,2,1,3,1,2,1
1,2,6,3,0,1209,1,1,4,3,1,4,2,47,1,2,1,4,1,2,1
0,4,12,2,4,3077,1,3,2,3,1,4,3,52,1,2,1,3,1,2,1
0,4,24,2,0,3757,1,5,4,2,2,4,4,62,4,3,1,3,1,2,1
0,4,10,2,0,1418,2,3,3,3,1,2,1,35,1,1,1,2,1,1,2
0,4,6,2,0,3518,1,3,2,3,3,3,2,26,4,1,1,3,1,4,1
0,4,12,4,4,1934,1,5,2,3,1,2,4,26,1,2,2,3,1,1,1
1,2,27,0,9,8318,1,5,2,2,1,4,4,42,1,3,2,4,1,2,1
0,4,6,4,4,1237,2,3,1,2,1,1,2,27,1,2,2,3,1,1,1
0,2,6,2,4,368,5,5,4,3,1,4,2,38,1,2,1,3,1,1,1
0,1,12,4,0,2122,1,3,3,3,1,2,1,39,1,1,2,2,2,1,2
1,1,24,2,3,2996,5,3,2,4,1,4,3,20,1,2,1,3,1,1,1
1,2,36,2,3,9034,2,2,4,3,2,1,4,29,4,1,1,4,1,2,1
0,4,24,4,3,1585,1,4,4,3,1,3,2,40,1,2,2,3,1,1,1
0,2,18,2,4,1301,1,5,4,4,3,2,1,32,4,2,1,2,1,4,1
0,3,6,4,0,1323,2,5,2,1,1,4,3,28,1,2,2,3,2,2,1
1,1,24,2,0,3123,1,2,4,2,1,1,2,27,1,2,1,3,1,1,1
0,1,36,2,1,5493,1,5,2,3,1,4,4,42,1,3,1,3,2,1,1
0,3,9,2,4,1126,2,5,2,1,1,4,1,49,1,2,1,3,1,1,1
1,2,24,4,4,1216,2,2,4,3,1,4,4,38,2,2,2,3,2,1,1
1,1,24,2,0,1207,1,2,4,2,1,4,2,24,1,1,1,3,1,1,1
1,4,10,2,0,1309,5,3,4,3,3,4,2,27,4,2,1,2,1,4,1
0,3,15,4,1,2360,3,3,2,3,1,2,3,36,1,2,1,3,1,2,1
1,2,15,1,0,6850,2,1,1,3,1,2,2,34,1,2,1,4,2,2,1
0,4,24,2,4,1413,1,3,4,4,1,2,2,28,1,2,1,3,1,1,1
0,4,39,2,1,8588,2,5,4,3,1,2,3,45,1,2,1,4,1,2,1
1,1,12,2,0,759,1,4,4,3,1,2,1,26,1,2,1,3,1,1,1
0,4,36,2,1,4686,1,3,2,3,1,2,4,32,1,3,1,4,1,2,1
0,3,15,2,9,2687,1,4,2,3,1,4,2,26,1,1,1,3,1,2,1
0,2,12,3,4,585,1,3,4,4,2,4,1,20,4,1,2,3,1,4,1
0,4,24,2,0,2255,5,2,4,3,1,1,2,54,1,2,1,3,1,1,1
0,1,6,4,0,609,1,4,4,2,1,3,2,37,1,2,2,3,1,1,2
0,1,6,4,0,1361,1,2,2,3,1,4,1,40,1,2,1,2,2,1,2
1,4,36,4,3,7127,1,2,2,2,1,4,2,23,1,1,2,3,1,2,1
0,1,6,2,0,1203,2,5,3,3,1,2,2,43,1,2,1,3,1,2,1
0,4,6,4,4,700,5,5,4,3,1,4,4,36,1,3,2,3,1,1,1
0,4,24,4,6,5507,1,5,3,3,1,4,4,44,1,3,2,3,1,1,1
1,1,18,2,4,3190,1,3,2,2,1,2,1,24,1,2,1,3,1,1,1
1,1,48,0,3,7119,1,3,3,3,1,4,4,53,1,3,2,3,2,1,1
0,4,24,2,1,3488,2,4,3,2,1,4,3,23,1,2,1,3,1,1,1
0,2,18,2,4,1113,1,3,4,2,3,4,1,26,4,2,1,2,2,4,1
0,2,26,2,1,7966,1,2,2,3,1,3,3,30,1,2,2,3,1,1,1
0,4,15,4,7,1532,2,3,4,2,1,3,3,31,1,2,1,3,1,1,1
0,4,4,4,4,1503,1,4,2,3,1,1,1,42,1,2,2,2,2,1,1
1,1,36,2,4,2302,1,3,4,1,1,4,3,31,1,1,1,3,1,1,1
0,1,6,2,0,662,1,2,3,3,1,4,1,41,1,2,1,2,2,2,1
0,2,36,2,7,2273,1,4,3,3,1,1,3,32,1,2,2,3,2,1,1
1,2,15,2,0,2631,2,3,2,2,1,4,3,28,1,1,2,3,1,2,1
0,4,12,3,1,1503,1,3,4,4,1,4,1,41,1,1,1,3,1,1,1
0,4,24,2,4,1311,2,4,4,4,1,3,2,26,1,2,1,3,1,2,1
0,4,24,2,4,3105,5,2,4,3,1,2,3,25,1,2,2,3,1,1,1
1,3,21,4,7,2319,1,2,2,1,1,1,3,33,1,1,1,3,1,1,1
0,1,6,2,0,1374,5,1,4,2,1,3,2,75,1,2,1,4,1,2,1
0,2,18,4,3,3612,1,5,3,2,1,4,2,37,1,2,1,3,1,2,1
1,1,48,2,0,7763,1,5,4,3,1,4,4,42,2,3,1,4,1,1,1
0,3,18,2,3,3049,1,2,1,2,1,1,2,45,3,2,1,2,1,1,1
1,2,12,2,4,1534,1,2,1,4,1,1,1,23,1,1,1,3,1,1,1
0,4,24,3,0,2032,1,5,4,3,1,4,4,60,1,3,2,3,1,2,1
1,1,30,2,3,6350,5,5,4,3,1,4,2,31,1,2,1,3,1,1,1
1,3,18,2,3,2864,1,3,2,3,1,1,1,34,1,2,1,2,2,1,1
0,4,12,4,0,1255,1,5,4,3,1,4,1,61,1,2,2,2,1,1,1
1,1,24,3,0,1333,1,1,4,3,1,2,1,43,1,3,2,3,2,1,1
0,4,24,4,0,2022,1,3,4,2,1,4,3,37,1,2,1,3,1,2,1
0,4,24,2,4,1552,1,4,3,3,1,1,3,32,2,2,1,3,2,1,1
1,1,12,1,4,626,1,3,4,2,1,4,1,24,2,2,1,2,1,1,1
0,4,48,4,1,8858,5,4,2,3,1,1,4,35,1,3,2,3,1,2,1
0,4,12,4,6,996,5,4,4,2,1,4,1,23,1,2,2,3,1,1,1
0,4,6,1,4,1750,3,5,2,3,1,4,2,45,2,2,1,2,2,1,1
1,1,48,2,4,6999,1,4,1,4,3,1,1,34,4,2,2,3,1,2,1
0,2,12,4,0,1995,2,2,4,3,1,1,3,27,1,2,1,3,1,1,1
0,2,9,2,7,1199,1,4,4,2,1,4,2,67,1,2,2,4,1,2,1
1,2,12,2,4,1331,1,2,2,3,1,1,3,22,3,2,1,3,1,1,1
1,2,18,0,0,2278,2,2,3,2,1,3,3,28,1,2,2,3,1,1,1
1,4,21,0,0,5003,5,3,1,2,1,4,2,29,2,2,2,3,1,2,1
1,1,24,1,3,3552,1,4,3,3,1,4,3,27,2,2,1,3,1,1,1
1,2,18,4,3,1928,1,2,2,3,1,2,1,31,1,2,2,2,1,1,1
0,1,24,2,1,2964,5,5,4,3,1,4,4,49,2,3,1,3,2,2,1
1,1,24,1,4,1546,1,4,4,3,3,4,3,24,2,1,1,2,1,0,1
0,3,6,3,4,683,1,2,2,2,1,1,2,29,2,2,1,3,1,1,1
1,2,36,2,0,12389,5,3,1,3,1,4,4,37,1,3,1,3,1,2,1
0,2,24,3,9,4712,5,3,4,3,1,2,2,37,2,2,2,4,1,2,1
0,2,24,3,4,1553,2,4,3,2,1,2,2,23,1,1,2,3,1,2,1
1,1,12,2,0,1372,1,4,2,1,1,3,3,36,1,2,1,3,1,1,1
0,4,24,4,4,2578,4,5,2,3,1,2,3,34,1,2,1,3,1,1,1
0,2,48,2,4,3979,5,4,4,3,1,1,3,41,1,2,2,3,2,2,1
1,1,48,2,4,6758,1,3,3,2,1,2,3,31,1,2,1,3,1,2,1
1,1,24,2,3,3234,1,2,4,2,1,4,1,23,1,1,1,2,1,2,1
0,4,30,4,4,5954,1,4,3,3,2,2,3,38,4,2,1,3,1,4,1
0,4,24,2,1,5433,5,1,2,2,1,4,2,26,1,1,1,4,1,2,1
0,1,15,2,9,806,1,3,4,2,1,4,2,22,1,2,1,2,1,1,1
0,2,9,2,4,1082,1,5,4,3,1,4,3,27,1,2,2,2,1,1,1
0,4,15,4,3,2788,1,4,2,2,2,3,3,24,2,2,2,3,1,0,1
0,2,12,2,4,2930,1,4,2,2,1,1,1,27,1,2,1,3,1,1,1
0,4,24,4,7,1927,5,3,3,2,1,2,3,33,1,2,2,3,1,2,1
1,2,36,4,0,2820,1,2,4,1,1,4,3,27,1,2,2,3,1,1,1
0,4,24,2,8,937,1,2,4,4,1,3,3,27,1,2,2,2,1,1,1
1,2,18,4,0,1056,1,5,3,3,3,3,1,30,2,2,2,3,1,0,1
0,2,12,4,0,3124,1,2,1,3,1,3,1,49,2,2,2,2,2,1,1
0,4,9,2,3,1388,1,3,4,2,1,2,1,26,1,1,1,3,1,1,1
1,2,36,2,6,2384,1,2,4,3,1,1,4,33,1,1,1,2,1,1,1
0,4,12,2,0,2133,5,5,4,2,1,4,4,52,1,3,1,4,1,2,1
1,1,18,2,3,2039,1,3,1,2,1,4,1,20,2,1,1,3,1,1,1
0,1,9,4,0,2799,1,3,2,3,1,2,1,36,1,1,2,3,2,1,1
0,1,12,2,3,1289,1,3,4,3,3,1,2,21,4,2,1,2,1,4,1
1,1,18,2,5,1217,1,3,4,4,1,3,1,47,1,2,1,2,1,2,1
1,1,12,4,3,2246,1,5,3,3,1,3,2,60,1,2,2,3,1,1,1
0,1,12,4,4,385,1,4,4,2,1,3,1,58,1,2,4,2,1,2,1
0,2,24,3,0,1965,5,3,4,2,1,4,3,42,1,1,2,3,1,2,1
0,4,21,2,9,1572,4,5,4,2,1,4,1,36,2,2,1,2,1,1,1
1,2,24,2,0,2718,1,3,3,2,1,4,2,20,1,1,1,2,1,2,1
1,1,24,1,2,1358,5,5,4,3,1,3,3,40,3,2,1,4,1,2,1
1,2,6,1,0,931,2,2,1,2,1,1,2,32,3,2,1,2,1,1,1
1,1,24,2,0,1442,1,4,4,2,1,4,3,23,1,1,2,3,1,1,1
1,2,24,0,9,4241,1,3,1,3,1,4,1,36,1,2,3,2,1,2,1
1,4,18,4,0,2775,1,4,2,3,1,2,2,31,2,2,2,3,1,1,1
0,4,24,3,9,3863,1,3,1,3,1,2,4,32,1,3,1,3,1,1,1
0,2,7,2,4,2329,1,2,1,2,3,1,1,45,4,2,1,3,1,4,1
1,2,9,2,3,918,1,3,4,2,1,1,2,30,1,2,1,3,1,1,1
1,2,24,1,7,1837,1,4,4,2,1,4,4,34,2,3,1,2,1,1,1
1,4,36,2,3,3349,1,3,4,2,1,2,3,28,1,2,1,4,1,2,1
0,3,10,2,3,1275,1,2,4,2,1,2,2,23,1,2,1,3,1,1,1
0,1,24,1,3,2828,3,3,4,3,1,4,1,22,3,2,1,3,1,2,1
0,4,24,4,9,4526,1,3,3,3,1,2,1,74,1,2,1,4,1,2,1
1,2,36,2,4,2671,2,3,4,2,2,4,4,50,4,3,1,3,1,4,1
0,4,18,2,4,2051,1,2,4,3,1,1,1,33,1,2,1,3,1,1,1
0,4,15,2,1,1300,5,5,4,3,1,4,4,45,2,3,1,3,2,1,1
1,1,12,2,5,741,2,1,4,2,1,3,2,22,1,2,1,3,1,1,1
1,3,10,2,0,1240,2,5,1,2,1,4,4,48,1,3,1,2,2,1,1
0,1,21,2,4,3357,4,2,4,2,1,2,3,29,2,2,1,3,1,1,1
0,1,24,1,1,3632,1,3,1,2,3,4,3,22,2,1,1,3,1,0,2
1,4,18,3,3,1808,1,4,4,2,1,1,1,22,1,2,1,3,1,1,1
0,2,48,0,9,12204,5,3,2,3,1,2,3,48,2,2,1,4,1,2,1
0,2,60,3,4,9157,5,3,2,3,1,2,4,27,1,3,1,4,1,1,1
0,1,6,4,0,3676,1,3,1,3,1,3,1,37,1,1,3,3,2,1,1
1,2,30,2,3,3441,2,3,2,2,2,4,3,21,4,1,1,3,1,4,1
0,4,12,2,0,640,1,3,4,1,1,2,1,49,1,2,1,2,1,1,1
0,2,21,4,9,3652,1,4,2,3,1,3,2,27,1,2,2,3,1,1,1
1,4,18,4,0,1530,1,3,3,3,1,2,2,32,2,2,2,3,1,1,1
1,4,48,2,9,3914,5,3,4,1,1,2,1,38,2,2,1,3,1,1,1
0,1,12,2,3,1858,1,2,4,2,1,1,3,22,1,1,1,3,1,1,1
1,1,18,2,4,2600,1,3,4,3,1,4,4,65,1,3,2,3,1,1,1
0,4,15,2,4,1979,5,5,4,3,1,2,3,35,1,2,1,3,1,1,1
0,3,6,2,3,2116,1,3,2,3,1,2,1,41,1,2,1,3,1,2,1
1,2,9,1,0,1437,2,4,2,3,1,3,4,29,1,2,1,3,1,1,1
0,4,42,4,3,4042,3,3,4,3,1,4,1,36,1,2,2,3,1,2,1
0,4,9,2,7,3832,5,5,1,3,1,4,1,64,1,2,1,2,1,1,1
0,1,24,2,4,3660,1,3,2,2,1,4,3,28,1,2,1,3,1,1,1
1,1,18,1,3,1553,1,3,4,3,1,3,3,44,2,2,1,3,1,1,1
0,2,15,2,4,1444,5,2,4,3,1,1,2,23,1,2,1,3,1,1,1
1,4,9,2,3,1980,1,2,2,2,2,2,3,19,4,1,2,3,1,4,1
1,2,24,2,0,1355,1,2,3,2,1,4,3,25,1,2,1,2,1,2,1
0,4,12,2,7,1393,1,5,4,3,1,4,2,47,2,2,3,3,2,2,1
0,4,24,2,4,1376,3,4,4,2,1,1,3,28,1,2,1,3,1,1,1
0,4,60,3,4,15653,1,4,2,3,1,4,3,21,1,2,2,3,1,2,1
0,4,12,2,4,1493,1,2,4,2,1,3,3,34,1,2,1,3,2,1,1
1,1,42,3,4,4370,1,4,3,3,1,2,2,26,2,2,2,3,2,2,1
1,1,18,2,7,750,1,1,4,2,1,1,1,27,1,2,1,1,1,1,1
0,2,15,2,6,1308,1,5,4,3,1,4,3,38,1,2,2,2,1,1,1
1,4,15,2,7,4623,2,3,3,3,1,2,2,40,1,2,1,4,1,2,1
0,4,24,4,4,1851,1,4,4,4,3,2,3,33,4,2,2,3,1,2,1
